Circuit_ID,Segment,Service,Contract_Months,Months_Remaining,SLA_Uptime_Pct,Service_Tickets_Last_90d,CapEx_Investment,Monthly_Revenue,Churn_Prob,Churned
SRG-00027,Wholesale,Dark Fiber,60,17,98.836926743562,2,91659.7192686723,15698.087547055908,0.9593469496340223,0
SRG-00028,Wholesale,Managed SD-WAN,60,41,98.95325609225806,0,24888.097941489385,4342.57556260457,0.5406487826089716,0
SRG-00029,Enterprise,Dark Fiber,60,12,98.95287434325999,2,8744.670586434482,3349.3953670918777,1.0355169293626698,1
SRG-00030,SMB,Managed SD-WAN,36,35,98.84332082655484,1,75424.3272933224,13891.806047596243,0.705528812235205,0
SRG-00031,Enterprise,Dedicated Fiber,60,43,98.5021959949086,2,83622.97482816956,10965.460050092632,0.9154006718040004,0
SRG-00032,Enterprise,Managed SD-WAN,36,1,99.58672374319111,3,96947.13376537875,15337.041348671246,5.465310502723554,1
SRG-00033,SMB,Dedicated Fiber,36,55,99.94059979470093,1,89534.45743838952,3596.720949345107,0.21466917302871905,0
SRG-00034,SMB,Managed SD-WAN,60,45,98.83419729009472,2,62050.802979609405,11628.101976910573,0.7774321950732227,0
SRG-00035,SMB,Dark Fiber,36,15,99.4879403157871,1,55354.97222517618,5607.487803561212,0.6381572070184935,0
SRG-00036,Enterprise,Managed SD-WAN,120,26,99.60542552716848,3,7644.899869945698,24696.852019216738,0.6501374814403011,0
SRG-00037,Enterprise,Managed SD-WAN,60,37,99.76415381484487,1,28432.362450253895,14687.029992226599,0.3294736091971853,0
SRG-00038,SMB,Dedicated Fiber,36,21,99.12971750355028,1,48663.40141462801,17654.76623211038,0.6862082366751254,0
SRG-00039,Wholesale,Dark Fiber,60,49,98.95136704940424,1,64707.87050793894,9147.329596041283,0.6214939965648346,0
SRG-00040,Enterprise,Managed SD-WAN,60,31,98.98468974969431,1,57938.92416524902,3726.3644973145874,0.6674144227029206,0
SRG-00041,Wholesale,Dark Fiber,60,25,99.56180578631678,0,75550.41901976061,24432.96527541311,0.3752776854732872,0
SRG-00042,Enterprise,Managed SD-WAN,36,23,99.7170014050934,1,31577.85843426888,8227.087331504805,0.4305907423104667,0
SRG-00043,SMB,Managed SD-WAN,120,24,98.77060481195734,1,58670.497726984955,11459.492351578994,0.800091408550397,0
SRG-00044,Enterprise,Dark Fiber,120,57,99.05270210215507,1,13373.513122125252,16771.802160010513,0.5666384573835874,0
SRG-00045,SMB,Managed SD-WAN,36,38,99.84389089315623,1,44298.224740404665,2080.3864956236152,0.2940225901059298,0
SRG-00046,Enterprise,Dark Fiber,60,28,99.70197334434516,3,76265.2791306871,20541.089567156243,0.5977820908333635,0
SRG-00047,Wholesale,Managed SD-WAN,36,21,99.96743902011609,0,70873.08107575918,14109.587465672577,0.2511196300488025,0
SRG-00048,Wholesale,Dedicated Fiber,36,54,99.62382990692629,1,99111.060031357,8038.103896117321,0.34306062982207686,0
SRG-00049,Enterprise,Dark Fiber,36,43,99.0858608495316,2,31399.65696883682,2947.787654373027,0.6819347299548022,0
SRG-00050,SMB,Managed SD-WAN,60,18,99.38005037265201,0,52327.98342152802,5318.712763649373,0.5257576287169747,0
SRG-00051,SMB,Managed SD-WAN,36,36,99.4849112388285,2,36305.38930852969,22533.295683055767,0.5449243933574881,0
SRG-00052,SMB,Dedicated Fiber,60,35,98.61689916631252,1,46857.2958356216,17621.569262493438,0.7960974763321345,0
SRG-00053,SMB,Dark Fiber,36,45,99.31130046906476,3,86410.26233759188,7372.690458466911,0.6865909234852067,0
SRG-00054,Wholesale,Managed SD-WAN,120,55,99.55688803442419,1,69999.86214290623,3041.617976208194,0.3681538771394147,0
SRG-00055,SMB,Dedicated Fiber,36,9,98.74930874296157,4,88831.91317802026,17729.459841085954,1.4558320583709259,1
SRG-00056,Enterprise,Managed SD-WAN,36,53,99.66314125896407,0,24333.555291529214,14951.581560242481,0.22908311905587958,0
SRG-00057,Enterprise,Dark Fiber,120,38,99.36982144296603,2,87969.30619493661,11006.208824768522,0.5836503701820097,0
SRG-00058,Enterprise,Managed SD-WAN,60,58,99.91881046068941,1,10677.41604694652,10044.8690559665,0.21868271227595842,0
SRG-00059,Enterprise,Managed SD-WAN,60,30,98.56320922432826,1,89416.93164152947,6595.135484334045,0.8413829769353621,0
SRG-00060,Enterprise,Managed SD-WAN,36,44,98.89533594495765,6,36262.00904876915,17235.864528631664,1.1555019856533035,1
SRG-00061,Enterprise,Managed SD-WAN,120,34,99.39631528015674,2,34885.825174336314,24310.698653155956,0.588532711466715,0
SRG-00062,SMB,Dedicated Fiber,60,32,98.94187426918684,1,53648.414786373076,5629.308277165407,0.6795002923252639,0
SRG-00063,Enterprise,Dedicated Fiber,36,3,99.56449200446615,2,94365.56783370701,15532.240570364329,2.040869864880208,1
SRG-00064,Enterprise,Dark Fiber,120,3,99.63091787095767,5,9539.22964473351,11468.34881003044,2.3142995182835966,1
SRG-00065,Wholesale,Dedicated Fiber,60,28,98.65274878645904,1,38461.942631720805,11997.184960999624,0.8174719139878115,0
SRG-00066,Enterprise,Dedicated Fiber,60,44,99.26564315166809,3,86374.3389249169,7472.461083003638,0.707379102969129,0
SRG-00067,SMB,Dark Fiber,120,15,99.25824692783067,1,42625.17535636934,20890.669578043347,0.7300345622010658,0
SRG-00068,Enterprise,Dedicated Fiber,120,41,99.05022834762116,1,23919.905271721367,12903.506697460167,0.6018598804637322,0
SRG-00069,SMB,Dedicated Fiber,120,23,99.89005804522881,0,45355.44722648412,14270.037526659205,0.2613680862563011,0
SRG-00070,SMB,Dark Fiber,120,40,99.73298441661109,3,41627.48764170858,8661.881450737155,0.5318062333555645,0
SRG-00071,Enterprise,Dark Fiber,36,11,99.53884197904536,3,91964.53913933683,5772.498943173319,0.9390086629273113,0
SRG-00072,Enterprise,Dark Fiber,120,48,99.56434668724515,2,77383.76569559422,3518.8941227662817,0.4784279917686073,0
SRG-00073,SMB,Managed SD-WAN,60,32,99.18795705428154,1,52985.97779568061,18281.799811735524,0.581067178287384,0
SRG-00074,SMB,Managed SD-WAN,60,58,99.8722818364339,1,98895.20383854925,6111.505619664607,0.2372941619781645,0
SRG-00075,SMB,Dark Fiber,36,59,99.5349471866074,2,49201.36547121272,17716.770823436746,0.47076688806890565,0
SRG-00076,SMB,Dark Fiber,60,57,99.58618178186717,0,10532.593927926147,10673.846482103416,0.2532465854987468,0
SRG-00077,Enterprise,Dark Fiber,60,54,99.78391944664314,0,29916.060572423565,11270.70782325681,0.17902481393533684,0
SRG-00078,Enterprise,Managed SD-WAN,120,36,98.90836666811987,2,46426.6956208347,12525.671158180136,0.7755422216409418,0
SRG-00079,Enterprise,Managed SD-WAN,60,33,99.70253564676139,2,19905.74929388141,10141.149940997266,0.4705008928105954,0
SRG-00080,SMB,Dedicated Fiber,36,24,98.79090849840517,2,95018.68700078409,3864.569464730867,0.8919699339712641,0
SRG-00081,SMB,Dedicated Fiber,120,39,99.01455950884488,0,77850.64529268844,8776.347535066876,0.5223813246671751,0
SRG-00082,Enterprise,Dark Fiber,120,34,99.00005957686206,0,30487.284040638402,17097.757476307554,0.547034992784589,0
SRG-00083,Enterprise,Managed SD-WAN,36,56,99.95800294789981,1,61126.430684202,17145.93343451847,0.2060845351257886,0
SRG-00084,Enterprise,Managed SD-WAN,120,28,99.77624046338441,2,73537.66992540934,8226.271220139868,0.468075243217664,0
SRG-00085,Enterprise,Managed SD-WAN,120,37,99.54474309376948,0,94421.49824614581,12312.411724105667,0.31723789762734184,0
SRG-00086,SMB,Dark Fiber,36,7,99.58331457480693,1,88755.35817166402,6046.00985828053,0.9809598843629406,0
SRG-00087,SMB,Dedicated Fiber,120,4,99.33748846365982,1,53943.2614831303,6443.7439159511405,1.6150046145360704,1
SRG-00088,SMB,Dark Fiber,36,37,99.91116509399168,3,78591.99888033667,2041.606577555274,0.4706690975384615,0
SRG-00089,Wholesale,Dedicated Fiber,36,56,99.23942554179472,0,58403.751613620574,22573.543922832,0.3935154975678278,0
SRG-00090,Enterprise,Dedicated Fiber,60,1,99.06697138770615,0,57506.86955432631,6451.606629260295,5.373211444917541,1
SRG-00091,SMB,Dark Fiber,60,1,98.74292265202807,1,15900.48604212823,6847.046108006888,5.602830939188772,1
SRG-00092,SMB,Dedicated Fiber,120,47,99.67144642186898,2,16983.077511534444,8070.633667160598,0.4378044099758129,0
SRG-00093,Wholesale,Dedicated Fiber,120,20,99.59432145879262,1,55305.693427133454,4494.089684842582,0.5122714164829517,0
SRG-00094,SMB,Managed SD-WAN,36,19,99.07268900740095,4,30541.84677300563,16522.677754762026,1.034082291776461,1
SRG-00095,Wholesale,Dedicated Fiber,120,29,98.53753818679925,2,6998.50573374452,3265.8593996732843,0.9573985183837471,0
SRG-00096,Wholesale,Dark Fiber,36,10,99.75010601829983,0,73669.72437052017,4653.757018669232,0.5999575926800673,0
SRG-00097,Wholesale,Dark Fiber,36,18,98.51701279534657,1,8086.226685565671,16651.783074867184,0.9709726596391483,0
SRG-00098,Enterprise,Dedicated Fiber,120,28,99.54851267164729,3,61551.299904885185,9482.024581313904,0.6591663599125135,0
SRG-00099,Enterprise,Managed SD-WAN,36,35,99.94568309349182,2,56223.410442094864,18136.77392747794,0.36458390546041364,0
SRG-00100,Enterprise,Managed SD-WAN,60,43,99.15211537894082,1,97037.39560489143,14599.481499748337,0.5554329181911137,0
SRG-00101,SMB,Dedicated Fiber,120,47,98.85011037344397,0,51000.24823802595,7516.497566945557,0.566338829345817,0
SRG-00102,Enterprise,Dedicated Fiber,60,31,99.55025780496463,0,11042.136455890748,16794.45683649921,0.341187200594793,0
SRG-00103,Wholesale,Dark Fiber,120,27,99.71752093160322,3,57410.356941613856,4232.431486882695,0.598176812543898,0
SRG-00104,SMB,Dedicated Fiber,36,11,99.31418117095599,3,84904.13620852964,14105.644002380715,1.0288729861630586,1
SRG-00105,Enterprise,Managed SD-WAN,120,49,99.94088256013166,0,99700.6820067368,11772.980468558315,0.1256877922738686,0
SRG-00106,Wholesale,Dedicated Fiber,60,49,98.57698639527037,2,45882.60150046189,7795.029196209858,0.8712462582183836,0
SRG-00107,SMB,Dark Fiber,36,38,99.25214544147374,0,35428.38053719053,15694.117446878252,0.4307207707789237,0
SRG-00108,Enterprise,Dark Fiber,120,5,99.5704963815106,4,91132.0632104399,21976.33941999664,1.5718014473957624,1
SRG-00109,Enterprise,Dark Fiber,120,8,99.78533430201227,0,23168.00226223153,24974.260444432304,0.7108662791950906,0
SRG-00110,Enterprise,Dark Fiber,120,34,98.7670908617426,1,63465.74692812803,15782.425065470476,0.7402224788323709,0
SRG-00111,Enterprise,Dark Fiber,60,48,99.69200518782787,2,43542.870297190035,11010.588046735498,0.427364591535517,0
SRG-00112,SMB,Dedicated Fiber,60,52,99.32353354282063,0,8902.824670777753,6792.366855080738,0.3667404290255954,0
SRG-00113,SMB,Dedicated Fiber,120,56,99.09086498616504,1,37992.40505904129,7541.758100785126,0.5529397198196965,0
SRG-00114,SMB,Dedicated Fiber,36,12,98.69625539258286,0,30196.709637754087,12767.191986519494,0.9381645096335243,0
SRG-00115,SMB,Dedicated Fiber,36,38,99.78929068077427,3,70178.65962463125,10131.025980096667,0.5158626750587123,0
SRG-00116,SMB,Dark Fiber,60,1,98.73433708018777,3,95135.09728073223,22974.64128168619,5.806265167924892,1
SRG-00117,Enterprise,Managed SD-WAN,36,31,98.96158391022156,1,30464.482800970585,10154.943489909174,0.6766567584920199,0
SRG-00118,SMB,Dedicated Fiber,60,4,98.93216784262403,2,82089.26421940977,10275.947891917735,1.8771328629503898,1
SRG-00119,Wholesale,Managed SD-WAN,120,49,99.79840691094437,0,10259.182609148906,10513.061042198458,0.1826780519487845,0
SRG-00120,SMB,Dedicated Fiber,60,45,99.50232746137125,1,56121.49595378225,21160.574943639964,0.41018012656261044,0
SRG-00121,SMB,Dedicated Fiber,60,50,99.68705528181513,3,11702.256052439985,16793.52553990219,0.5251778872739465,0
SRG-00122,Enterprise,Managed SD-WAN,120,5,98.87319716920082,3,93733.13415741074,15932.967982493978,1.7507211323196714,1
SRG-00123,Enterprise,Dark Fiber,36,30,99.43106240841442,0,77803.37165295208,9352.36102602076,0.3942417033008989,0
SRG-00124,Enterprise,Dedicated Fiber,60,56,99.35190151488418,0,67505.24156443626,20720.748155562327,0.34852510833204386,0
SRG-00125,Wholesale,Dedicated Fiber,60,24,99.74091726141452,1,83270.1562543431,2401.550741858977,0.411966428767524,0
SRG-00126,SMB,Dedicated Fiber,120,59,99.85006972011708,2,66514.3805791655,21963.73354994566,0.3447178746650338,0
SRG-00127,SMB,Managed SD-WAN,36,3,98.51811358950131,0,97049.71773155766,13549.622645157346,2.259421230866142,1
SRG-00128,Enterprise,Dark Fiber,60,11,99.5042896793976,1,72826.00504715329,10858.880519290202,0.7528295827864141,0
SRG-00129,Wholesale,Managed SD-WAN,120,45,98.57723534068839,2,92842.56791031345,13183.431096865614,0.8802169748357553,0
SRG-00130,Wholesale,Managed SD-WAN,60,4,99.31779941096526,0,54127.529741010614,17184.26496754503,1.5228802356138942,1
SRG-00131,Enterprise,Dark Fiber,120,26,98.92857276627508,0,16121.119233276951,1799.987523170588,0.6208785857976598,0
SRG-00132,Enterprise,Managed SD-WAN,36,27,98.95709713328799,0,55176.88353518662,21981.468626768823,0.60234633186999,0
SRG-00133,Enterprise,Dark Fiber,36,46,99.025908170144,2,17052.918665993864,11998.378844817731,0.6983323841163105,0
SRG-00134,SMB,Dedicated Fiber,36,54,99.42572574908391,2,61286.88052175848,9559.713212951838,0.5223022929590289,0
SRG-00135,Enterprise,Dark Fiber,36,43,98.99773444884646,2,50836.84075012798,4748.770792400342,0.7171852902288587,0
SRG-00136,Wholesale,Dedicated Fiber,60,27,99.59172158537952,1,64144.662794114265,11827.43629742339,0.4484965510333784,0
SRG-00137,SMB,Managed SD-WAN,60,42,99.10274580450506,4,5954.463200209001,13163.585125182903,0.8779492972455942,0
SRG-00138,Enterprise,Managed SD-WAN,36,51,98.60184626846184,2,23509.84670725959,10985.697320596728,0.8573007083015379,0
SRG-00139,SMB,Dedicated Fiber,36,50,99.66780216530131,2,51676.391031652434,17448.51220493208,0.43287913387947585,0
SRG-00140,SMB,Managed SD-WAN,36,6,98.92577990364313,1,95297.83835096781,11391.068425841811,1.3630213718760804,1
SRG-00141,Enterprise,Dark Fiber,60,59,99.1448226506029,1,41442.85883374005,24093.313079394473,0.5268167024707027,0
SRG-00142,Wholesale,Dedicated Fiber,36,15,99.52131138600063,2,45315.34247509529,15583.021668854408,0.7248087789330802,0
SRG-00143,Enterprise,Managed SD-WAN,36,53,98.99535967415157,2,72896.1284556291,20475.73148781986,0.6961957529808804,0
SRG-00144,Enterprise,Dedicated Fiber,36,30,98.5843126276586,1,62360.311942181215,4069.8637230727527,0.8329416156032247,0
SRG-00145,Enterprise,Dark Fiber,120,42,99.05714236004908,2,33397.984259341654,10836.345384228784,0.6961906750279853,0
SRG-00146,SMB,Dark Fiber,36,37,99.9072283882145,2,44027.55757890564,9415.920984008088,0.3722437798493328,0
SRG-00147,Wholesale,Managed SD-WAN,120,58,99.45618425197485,0,25681.480891437084,14882.836121209908,0.3037331957617855,0
SRG-00148,Enterprise,Dark Fiber,120,37,99.50050393151413,1,96772.0386173698,21736.1677214435,0.43493356252948245,0
SRG-00149,Enterprise,Dedicated Fiber,36,42,99.44210040892008,0,17410.266247949177,3340.9481174071566,0.34220745547958564,0
SRG-00150,SMB,Dark Fiber,120,37,98.79649828704956,3,40324.49453380985,3205.5077540507036,0.9165358203153116,0
SRG-00151,Enterprise,Dedicated Fiber,36,35,99.1233174575124,1,7454.702360901063,21482.466141703575,0.5935301598521829,0
SRG-00152,Enterprise,Dedicated Fiber,60,23,99.61890029956135,2,26069.05173368691,6501.977021901399,0.5698311845232875,0
SRG-00153,Wholesale,Dark Fiber,60,6,98.6510456173542,2,79144.75814611472,17215.70147957062,1.5729150863916534,1
SRG-00154,SMB,Managed SD-WAN,60,4,98.91400063637367,0,24111.647067443548,14257.636110478921,1.6843997454505313,1
SRG-00155,Enterprise,Dark Fiber,60,18,98.91171547161412,4,12606.023240251732,21072.999479849892,1.1130915891321314,1
SRG-00156,SMB,Dedicated Fiber,120,9,99.14370820211582,2,50073.05208522971,4439.589381155483,1.0980722747092286,1
SRG-00157,SMB,Dedicated Fiber,36,49,99.96074942400385,1,5947.077299779257,4549.899694481364,0.2177410467249904,0
SRG-00158,Enterprise,Dark Fiber,36,29,98.6005787945589,0,13052.784670501653,14585.231466540228,0.7321822752798887,0
SRG-00159,SMB,Managed SD-WAN,36,13,99.27286448162708,1,81724.45760848264,23739.898353921715,0.775469591964552,0
SRG-00160,Enterprise,Managed SD-WAN,60,59,98.7672533761982,1,78289.96776166261,11252.447321712725,0.6778444122325852,0
SRG-00161,SMB,Dedicated Fiber,60,47,99.94630805266051,0,91938.18793846513,9183.139355985331,0.12785975765919924,0
SRG-00162,SMB,Dedicated Fiber,36,52,98.66882222204391,3,86178.9664115212,15757.199095150318,0.9286249573362805,0
SRG-00163,Wholesale,Managed SD-WAN,60,17,99.10136549351877,2,69901.67850778272,23365.54211280823,0.8535714496513156,0
SRG-00164,Enterprise,Dark Fiber,36,45,99.59944862740356,0,9971.62144356297,21167.804071848655,0.2713316601496868,0
SRG-00165,SMB,Dedicated Fiber,36,32,99.54978609776089,2,79370.61870873247,24893.86485223067,0.5363355608956454,0
SRG-00166,Enterprise,Dedicated Fiber,36,48,99.12986566897196,1,85323.52702985324,2030.3617052558616,0.5522203990778829,0
SRG-00167,Enterprise,Managed SD-WAN,36,22,99.01632101024956,0,80912.80384833568,4152.166400749913,0.6207443231729051,0
SRG-00168,Enterprise,Dark Fiber,36,4,99.09244244404377,2,53305.50835426248,15822.492439115616,1.8130230223824924,1
SRG-00169,Wholesale,Managed SD-WAN,36,5,98.89377163210636,4,27125.67467170076,20783.54632434547,1.8424913471574542,1
SRG-00170,SMB,Dark Fiber,36,37,98.80594607867313,3,85306.34769042903,8203.242044209013,0.9127567036658828,0
SRG-00171,Enterprise,Dark Fiber,60,41,99.21972914936275,2,74080.46692531316,7121.460568804141,0.6340595597670956,0
SRG-00172,Wholesale,Dark Fiber,36,49,98.90011529654073,2,98172.3115669409,19993.93128545822,0.7419946977102375,0
SRG-00173,Enterprise,Dedicated Fiber,36,13,98.9283178806969,1,19790.796786813626,2824.973565550942,0.9132882323366267,0
SRG-00174,SMB,Managed SD-WAN,60,34,99.47856653457708,1,26438.13538994523,10180.49221819075,0.4556322096985783,0
SRG-00175,Enterprise,Managed SD-WAN,60,45,99.94312062423283,3,25120.824238742756,13386.51673091975,0.433862861417978,0
SRG-00176,SMB,Dark Fiber,60,22,99.39941942883347,2,80291.27792402699,14668.1938472326,0.66750495573934,0
SRG-00177,Enterprise,Dedicated Fiber,36,53,98.6146994059268,1,22756.193162761225,18622.456184630257,0.7484598602707896,0
SRG-00178,SMB,Dedicated Fiber,120,59,98.61261958464256,2,11332.68383321408,9838.874500620468,0.839697928854841,0
SRG-00179,Enterprise,Managed SD-WAN,120,23,99.91762059905989,2,99863.27662563472,15898.082099853269,0.45034306472387114,0
SRG-00180,Enterprise,Dedicated Fiber,60,51,98.94296327755792,0,7357.635087289169,15256.322435587474,0.5208539046631057,0
SRG-00181,Enterprise,Dedicated Fiber,120,3,98.63717980926289,2,84348.18571509224,14368.978365363057,2.4117947429615105,1
SRG-00182,SMB,Dark Fiber,60,42,99.39257643485406,0,39709.84994731202,16551.357388841985,0.36201704510599353,0
SRG-00183,SMB,Dedicated Fiber,36,34,99.42923667965249,1,84953.46867699244,7597.055520099793,0.4753641516684157,0
SRG-00184,Enterprise,Dark Fiber,120,32,99.46627218197685,3,57688.94666505877,3489.2457092387813,0.6697411272092609,0
SRG-00185,SMB,Managed SD-WAN,36,45,98.89842902150774,4,90654.96680120421,4302.88429293397,0.951739502508016,0
SRG-00186,SMB,Dedicated Fiber,120,51,98.52251491947956,3,92988.33370938954,6777.685992366675,0.9890332478944498,0
SRG-00187,Wholesale,Managed SD-WAN,36,58,99.93787290048716,1,5864.32722167372,13254.651484785452,0.21105773635685837,0
SRG-00188,Wholesale,Managed SD-WAN,120,49,98.87383063807974,2,12164.156719314884,21250.404637831474,0.7525085610946353,0
SRG-00189,Enterprise,Dedicated Fiber,36,21,99.5072791691983,0,28784.07930923127,17980.393539077028,0.4351835704159187,0
SRG-00190,Enterprise,Dedicated Fiber,36,46,99.55287850611927,3,68584.96455453266,20042.454198748106,0.5875442497262049,0
SRG-00191,SMB,Managed SD-WAN,120,44,99.40891105144843,1,89385.85866859308,9747.927162263148,0.4500719430569926,0
SRG-00192,SMB,Dedicated Fiber,36,21,98.96623201737833,1,48694.485372926465,11009.36292874093,0.7516024311439056,0
SRG-00193,SMB,Dark Fiber,36,44,98.90393341810845,0,62662.446046055215,10751.524320779401,0.5520629963929832,0
SRG-00194,Enterprise,Dark Fiber,36,11,99.39052574122702,0,22907.48601557831,6009.019833505786,0.6983351580546453,0
SRG-00195,Enterprise,Dedicated Fiber,120,39,99.79048249408142,1,81471.84921876011,2938.5914663739422,0.3120121305725616,0
SRG-00196,SMB,Managed SD-WAN,120,4,99.91063325609585,1,96896.17057857962,15386.52818143983,1.3857466975616604,1
SRG-00197,SMB,Dedicated Fiber,36,51,98.65779964856159,1,30516.89862688676,24746.592060383773,0.7349193562616374,0
SRG-00198,SMB,Dedicated Fiber,36,1,98.73069463277061,1,52008.4654020519,5420.498066331176,5.607722146891757,1
SRG-00199,SMB,Managed SD-WAN,120,28,99.90765702558679,1,13181.03049810551,2597.093267632933,0.315508618336714,0
SRG-00200,SMB,Managed SD-WAN,120,24,99.59743749021884,0,58117.982363981995,19818.994522862424,0.3693583372457984,0
SRG-00201,Enterprise,Dark Fiber,36,35,99.81566079899636,3,52764.42697543465,7435.771157091019,0.5165928232585981,0
SRG-00202,Enterprise,Managed SD-WAN,36,13,98.80192262486166,1,18721.46599473237,20996.629425793817,0.9638463346707205,0
SRG-00203,SMB,Dark Fiber,36,47,99.37550294795301,0,46996.290246217126,18042.51167531111,0.3561817995422005,0
SRG-00204,SMB,Managed SD-WAN,60,34,99.54469799568203,0,36739.94194822351,23723.328120693906,0.3291796252566004,0
SRG-00205,Enterprise,Dedicated Fiber,120,11,99.51336670931599,0,54573.933153992984,11109.790040281792,0.6491987708190592,0
SRG-00206,Enterprise,Dark Fiber,60,36,99.10814601939138,2,60637.16186573592,17056.291227089903,0.6956304811323353,0
SRG-00207,SMB,Dark Fiber,120,51,98.52293838862005,3,5807.079967684904,12424.087349111862,0.9888638602382553,0
SRG-00208,Enterprise,Dark Fiber,120,17,99.36855982463835,0,77295.56838020775,16318.834386750772,0.5466937172034821,0
SRG-00209,Enterprise,Dedicated Fiber,120,35,98.87712129337761,0,72736.35772686538,12065.574291181827,0.5920086255060978,0
SRG-00210,Wholesale,Dedicated Fiber,120,18,99.1708788267529,0,39797.20668961961,5932.857790965759,0.6094262470766189,0
SRG-00211,SMB,Dedicated Fiber,120,40,99.92679571247488,1,10028.913879037735,13435.58927607945,0.25428171501004615,0
SRG-00212,SMB,Dedicated Fiber,120,22,99.09456262328723,4,76718.59127957979,13921.728733779895,0.9894476779578347,0
SRG-00213,Enterprise,Dedicated Fiber,120,57,99.75130439392998,1,95741.64024542258,20549.190434113785,0.28719754067362013,0
SRG-00214,SMB,Dark Fiber,60,24,98.78092550256639,0,27814.401622091347,18784.73658614916,0.6959631323067772,0
SRG-00215,Enterprise,Dedicated Fiber,36,58,99.50196614205728,0,35734.838305018595,17099.103162623935,0.28542043972881037,0
SRG-00216,Enterprise,Dark Fiber,36,19,99.95574036211401,2,22462.22450077242,4164.596745485454,0.48086174989123653,0
SRG-00217,SMB,Dedicated Fiber,60,37,98.65182072030068,1,59808.93171775977,18434.482830597302,0.7744068470148644,0
SRG-00218,SMB,Managed SD-WAN,60,39,98.51239671391852,0,19709.932491508218,13257.171174331097,0.7232464426377203,0
SRG-00219,SMB,Dark Fiber,60,21,99.14603836102259,1,38838.424628831046,22511.33909849474,0.6796798936862019,0
SRG-00220,SMB,Managed SD-WAN,60,8,98.63801196974654,0,71216.23632375499,23116.966952067756,1.1697952121013828,1
