Circuit_ID,Segment,Service,Contract_Months,Months_Remaining,SLA_Uptime_Pct,Service_Tickets_Last_90d,CapEx_Investment,Monthly_Revenue,Churn_Prob,Churned
SRG-00038,SMB,Dark Fiber,60,37,99.43613639400716,1,39853.558469571035,10525.132649200901,0.4606805775322695,0
SRG-00039,Wholesale,Dark Fiber,120,16,99.59381940151287,1,69804.70876914004,18448.89153172847,0.5749722393948502,0
SRG-00040,Enterprise,Managed SD-WAN,120,37,99.42510253945963,0,61071.07183666585,8495.87274836337,0.3650941193512833,0
SRG-00041,Wholesale,Dark Fiber,120,12,99.94417077438247,0,64788.30614761681,22170.745748437756,0.43899835691367833,0
SRG-00042,Enterprise,Dark Fiber,36,24,98.79395957998842,0,37586.11779695691,5393.336602004167,0.6907495013379635,0
SRG-00043,SMB,Dedicated Fiber,60,26,99.91712511255494,2,45729.199954202675,7715.869611823943,0.4254576472857156,0
SRG-00044,Enterprise,Dark Fiber,36,20,99.30212584062153,0,58019.17461461173,4905.11741410335,0.5291496637513888,0
SRG-00045,SMB,Dark Fiber,60,9,99.50121464933741,2,84731.92318257509,3948.20271084821,0.9550696958205903,0
SRG-00046,Enterprise,Dedicated Fiber,36,23,98.64819778020376,2,77476.3471874758,8557.41245140228,0.9581121922663224,0
SRG-00047,Wholesale,Dedicated Fiber,60,39,99.06705815265337,1,16272.307697765084,24980.70053888285,0.6013818671437787,0
SRG-00048,Wholesale,Managed SD-WAN,36,29,99.64637492823012,4,28327.65375184222,3716.7412116492005,0.7138638218114017,0
SRG-00049,Enterprise,Dark Fiber,120,31,99.55329741249749,1,7532.483868637606,6505.551508411275,0.43997135758165085,0
SRG-00050,SMB,Managed SD-WAN,36,19,98.55980768836646,3,5756.253956731184,7882.994778333049,1.1392348193902575,1
SRG-00051,SMB,Managed SD-WAN,36,20,99.31442545261089,2,26315.66958162297,16049.54758509679,0.7242298189556436,0
SRG-00052,SMB,Dedicated Fiber,120,23,98.63153450752293,1,80935.49006088631,19015.623865584534,0.8647775013386545,0
SRG-00053,SMB,Managed SD-WAN,120,43,99.98382607947546,5,90951.02752656677,19170.441359070075,0.6227486379772565,0
SRG-00054,Wholesale,Dark Fiber,60,27,99.8369719169146,5,42217.99476036682,1702.9455755625331,0.7503964184193426,0
SRG-00055,SMB,Dedicated Fiber,60,30,98.53141018403852,0,58503.86667763447,16818.485781787433,0.7541025930512584,0
SRG-00056,Enterprise,Dark Fiber,60,21,99.77938787256491,3,72074.99718576117,16322.31666512692,0.6263400890692739,0
SRG-00057,Enterprise,Dark Fiber,36,44,99.86995010483203,2,95528.98642891402,13664.885024412113,0.3656563217035522,0
SRG-00058,Enterprise,Dedicated Fiber,60,35,99.02678685161955,1,91728.562543256,10411.40119298834,0.6321424022093238,0
SRG-00059,Enterprise,Dark Fiber,36,49,99.57205746602116,3,10433.268821231093,20239.9386403389,0.5732178299180651,0
SRG-00060,Enterprise,Dedicated Fiber,36,7,99.15873458184959,2,28575.75510488168,9581.198692683778,1.2507918815458798,1
SRG-00061,Enterprise,Dark Fiber,60,22,99.47629640201875,2,9668.731675741823,6905.288394505129,0.6367541664652285,0
SRG-00062,SMB,Dedicated Fiber,60,10,99.0070729324043,1,63571.52999395988,8787.236602338904,0.9971708270382805,0
SRG-00063,Enterprise,Managed SD-WAN,36,23,98.98061326258357,2,72496.8650649007,11831.726052394399,0.8251459993143963,0
SRG-00064,Enterprise,Dark Fiber,120,15,99.13240649439778,0,34286.92417386859,6530.3486180643795,0.6803707355742195,0
SRG-00065,Wholesale,Dedicated Fiber,120,30,98.71689596039222,1,86115.93127265538,15777.924285828933,0.779908282509778,0
SRG-00066,Enterprise,Dark Fiber,36,34,99.73839705700871,3,48017.21128909228,22278.91625902955,0.5517000007259272,0
SRG-00067,SMB,Dark Fiber,60,13,99.01955986408883,1,99846.2439342162,15493.312917808764,0.8767914389798512,0
SRG-00068,Enterprise,Dark Fiber,36,4,99.09622283531971,3,5037.970795985868,11996.70522571846,1.911510865872117,1
SRG-00069,SMB,Dedicated Fiber,36,18,99.83214137292619,1,15401.522299762883,20226.416006285242,0.4449212286073027,0
SRG-00070,SMB,Managed SD-WAN,60,56,99.23996948295412,2,33670.35807885733,19078.907637551423,0.5932979211040651,0
SRG-00071,Enterprise,Managed SD-WAN,120,23,99.31093832493278,0,7423.2218056027505,10125.86585597136,0.493015974374715,0
SRG-00072,Enterprise,Managed SD-WAN,36,33,99.92518220591788,0,79322.24848513382,15697.606560636003,0.1814422691480004,0
SRG-00073,SMB,Dedicated Fiber,120,34,99.82122231088603,0,10013.319847772287,18651.307217472793,0.21856989917500033,0
SRG-00074,SMB,Managed SD-WAN,120,34,98.75250539624378,2,76153.06516291358,7268.386563456864,0.8460566650319011,0
SRG-00075,SMB,Dedicated Fiber,60,36,99.20509039457798,1,9994.003585007194,10107.436158478462,0.5568527310576972,0
SRG-00076,SMB,Dark Fiber,36,35,99.94723137886852,4,29009.090142039335,3985.737657924307,0.5639645913097338,0
SRG-00077,Enterprise,Dark Fiber,36,17,99.05482578436062,1,84921.29748756031,24710.486540210582,0.772187333314577,0
SRG-00078,Enterprise,Managed SD-WAN,120,28,99.05364393168914,1,95354.0529525838,3518.1247849436904,0.6571138558957736,0
SRG-00079,Enterprise,Dedicated Fiber,120,14,98.79059504536583,1,44380.002552748665,5462.243940404069,0.9409048389965238,0
SRG-00080,SMB,Dark Fiber,60,34,98.67034144003749,3,97144.20160969238,12776.050817107285,0.978922247514416,0
SRG-00081,SMB,Dedicated Fiber,120,48,99.60305413822641,0,64553.68775706154,21833.888088296673,0.26294501137610193,0
SRG-00082,Enterprise,Dedicated Fiber,60,11,99.64734539836526,5,44504.336631128484,9863.227539277048,1.0956072951993505,1
SRG-00083,Enterprise,Dark Fiber,36,57,99.94382931561947,0,81266.1276769521,19562.009466986627,0.11018757199782704,0
SRG-00084,Enterprise,Dedicated Fiber,60,13,99.65239313424898,0,33056.20941331911,17386.800722931548,0.5236581309157919,0
SRG-00085,Enterprise,Dark Fiber,120,33,98.86259521611007,0,30250.644829220746,16508.605813252456,0.6064770650711253,0
SRG-00086,SMB,Dark Fiber,36,57,98.55977370164989,1,67372.02930655205,21357.905397720744,0.7638098175856587,0
SRG-00087,SMB,Dark Fiber,60,55,99.96830170271079,3,42096.299386969025,1833.0018062727029,0.4035884098247752,0
SRG-00088,SMB,Dedicated Fiber,36,2,99.00727153635997,0,17912.21255977306,23335.096406169203,2.897091385456014,1
SRG-00089,Wholesale,Dark Fiber,60,34,98.9648375982243,0,11361.602352541337,20986.815237902887,0.5611237842396891,0
SRG-00090,Enterprise,Dedicated Fiber,120,53,99.84987326252657,3,79845.04474360535,23539.87966181794,0.4543903176308808,0
SRG-00091,SMB,Dark Fiber,120,29,99.37179884883203,3,69211.51952122274,20149.315270632145,0.7236942535706369,0
SRG-00092,SMB,Dark Fiber,36,37,98.82015804903521,0,44120.831337627314,22146.898075175402,0.6070719155210494,0
SRG-00093,Wholesale,Managed SD-WAN,36,4,99.82475340164719,0,90141.62534125039,6272.334132687761,1.3200986393411256,1
SRG-00094,SMB,Managed SD-WAN,36,12,99.98010767403156,0,44031.39148204696,9001.883071610688,0.42462359705404346,0
SRG-00095,Wholesale,Managed SD-WAN,60,26,98.62915105611474,2,72478.06978921144,8907.693816562178,0.9406472698617978,0
SRG-00096,Wholesale,Dedicated Fiber,120,58,99.7847549261707,1,91365.95114469282,4065.4185281343334,0.2723049260834418,0
SRG-00097,Wholesale,Dedicated Fiber,36,28,99.08186838954974,4,84867.96857730213,18645.112499187882,0.9458240727515326,0
SRG-00098,Enterprise,Dark Fiber,36,3,99.28086794529499,1,53554.95375226,4700.015978146212,2.054319488548672,1
SRG-00099,Enterprise,Dark Fiber,36,20,99.86307580388981,1,69660.4572824396,2733.9654028579253,0.4047696784440745,0
SRG-00100,Enterprise,Dark Fiber,60,10,99.95033500170491,3,44298.24878910006,19723.001446294,0.8198659993180343,0
SRG-00101,SMB,Dark Fiber,36,52,98.8906242265091,0,66483.73136794084,22759.584488700337,0.5399041555502047,0
SRG-00102,Enterprise,Dedicated Fiber,36,18,98.81714764873027,2,29467.481642812607,19456.89867718063,0.9509187182856699,0
SRG-00103,Wholesale,Dark Fiber,60,53,98.61996967230135,1,46300.500808107565,20895.777001551443,0.7463517537209687,0
SRG-00104,SMB,Dark Fiber,60,53,99.33707880046659,0,24906.845072174707,15497.109429023125,0.35950810245487524,0
SRG-00105,Enterprise,Managed SD-WAN,36,53,98.5202705492215,1,8627.570504557061,22362.0389409967,0.7862314029529122,0
SRG-00106,Wholesale,Dark Fiber,36,27,99.1137284634388,1,60911.285804660365,13172.531835409594,0.6396937998096637,0
SRG-00107,SMB,Dark Fiber,60,31,98.6093421848115,2,87120.78780832578,24725.581534455425,0.9175534486560469,0
SRG-00108,Enterprise,Dark Fiber,120,27,99.1037864165647,1,7429.936089203194,3930.2535050820493,0.6436706185593044,0
SRG-00109,Enterprise,Dedicated Fiber,60,42,98.55949896200576,2,23622.825369283113,20515.74660748252,0.8952480342453144,0
SRG-00110,Enterprise,Managed SD-WAN,120,1,99.74447371830706,1,48717.580630689896,16572.65127626497,5.2022105126771745,1
SRG-00111,Enterprise,Dark Fiber,36,6,98.81251110096846,1,68260.19760001407,15145.182603198085,1.4083288929459474,1
SRG-00112,SMB,Dark Fiber,36,11,98.98917997843328,2,21266.773398639212,18556.54747523635,1.0588734631721408,0
SRG-00113,SMB,Managed SD-WAN,120,34,99.79637151494352,4,10386.008752209305,21246.850973772947,0.6285102175520054,0
SRG-00114,SMB,Dark Fiber,60,39,99.61193643138498,0,54309.628184054476,21777.775570751983,0.2834305556511379,0
SRG-00115,SMB,Dedicated Fiber,36,20,98.82636715884667,2,82777.42274044434,5621.452629183647,0.9194531364613341,0
SRG-00116,SMB,Dark Fiber,120,53,98.60713013379967,1,8347.316384713273,6130.344349194777,0.7514875691216408,0
SRG-00117,Enterprise,Dedicated Fiber,60,21,99.56635392751446,0,38190.09778410746,1879.912973569532,0.4115536670894558,0
SRG-00118,SMB,Dedicated Fiber,120,21,99.08214680052528,4,68033.90056536684,4598.29775811841,1.0052365178851264,0
SRG-00119,Wholesale,Dark Fiber,60,18,99.64145919868615,0,17420.490579734367,7701.238581973228,0.421194098303318,0
SRG-00120,SMB,Managed SD-WAN,60,21,99.16348921083906,2,27414.943804811894,18444.341829931647,0.772699553759614,0
SRG-00121,SMB,Dedicated Fiber,60,19,99.0155435953287,0,55871.80115969527,12680.536461558986,0.6569404566053645,0
SRG-00122,Enterprise,Managed SD-WAN,60,4,99.17229605823647,2,95557.01115460071,19310.73308622441,1.7810815767054122,1
SRG-00123,Enterprise,Dark Fiber,120,13,99.6153528886493,2,32297.548733156826,12933.592423767432,0.7384742291556655,0
SRG-00124,Enterprise,Dedicated Fiber,120,18,99.84430822694516,2,51315.105015967485,14556.540143384256,0.540054486999714,0
SRG-00125,Wholesale,Dark Fiber,120,52,98.57415312291698,2,42993.43199111974,4110.064784949189,0.8664925969870533,0
SRG-00126,SMB,Managed SD-WAN,120,29,99.28092619642815,0,90252.6838428576,19749.119689886764,0.46004331453218644,0
SRG-00127,SMB,Dark Fiber,120,25,98.54892478933498,0,11829.537082955985,19315.973506689537,0.7804300842660099,0
SRG-00128,Enterprise,Dark Fiber,60,56,99.1979302220863,2,58784.02117737261,8727.69740449456,0.6101136254511946,0
SRG-00129,Wholesale,Dedicated Fiber,36,13,99.81907141535437,2,85381.37142304468,9221.584828309446,0.6569868184736357,0
SRG-00130,Wholesale,Dark Fiber,36,27,99.03876949696625,2,98871.16982094622,6662.514088468683,0.7696773863986839,0
SRG-00131,Enterprise,Dark Fiber,120,19,99.88935112741015,1,71378.9222645717,20625.232386849588,0.40741744377278155,0
SRG-00132,Enterprise,Dark Fiber,120,49,99.4396066227594,2,41093.87018831983,19054.65984610184,0.526198167222771,0
SRG-00133,Enterprise,Dedicated Fiber,36,1,99.89189146225158,1,44123.31349072467,15814.971847329938,5.143243415099368,1
SRG-00134,SMB,Managed SD-WAN,60,38,99.62817827186466,1,38409.81087556257,7112.3194235478895,0.3803076386225589,0
SRG-00135,Enterprise,Managed SD-WAN,120,19,98.65411839830665,0,62343.24448166058,5538.553316422989,0.801510535414182,0
SRG-00136,Wholesale,Dark Fiber,60,52,98.84441553766838,1,75243.54821823385,2681.318002603408,0.6583876310864932,0
SRG-00137,SMB,Dedicated Fiber,36,1,99.08731397732942,1,82849.41854094843,2571.869821795208,5.465074409068234,1
SRG-00138,Enterprise,Dark Fiber,36,40,98.75345925419799,0,44576.34541990133,5897.699285495684,0.6236162983208033,0
SRG-00139,SMB,Managed SD-WAN,120,17,99.23741829111722,2,73087.30771460873,3862.51450959572,0.7991503306119345,0
SRG-00140,SMB,Dedicated Fiber,60,21,99.20233855199521,1,92041.14624282876,14568.530313677411,0.6571598172971536,0
SRG-00141,Enterprise,Managed SD-WAN,120,22,99.9248262050608,1,92478.355472817,9915.11800317021,0.3573422452484088,0
SRG-00142,Wholesale,Managed SD-WAN,36,15,99.146254545515,1,71882.75525789104,11956.225880951437,0.7748315151273308,0
SRG-00143,Enterprise,Dedicated Fiber,60,50,99.67058393838911,0,65505.70831719093,15460.57881429896,0.23176642464435418,0
SRG-00144,Enterprise,Dedicated Fiber,120,39,99.9034467118287,0,55494.97717487564,16988.89101580757,0.16682644347364545,0
SRG-00145,Enterprise,Dark Fiber,120,48,99.80671335815123,3,22403.778477302214,16732.740417240584,0.48148132340617544,0
SRG-00146,SMB,Dark Fiber,120,39,98.81091476052227,1,16744.816997514754,7630.129790289563,0.7038392239962218,0
SRG-00147,Wholesale,Managed SD-WAN,36,32,99.23908454243778,1,51142.54564499113,20526.234976958414,0.560616183024888,0
SRG-00148,Enterprise,Dedicated Fiber,120,49,99.01813227562093,3,20147.194839708638,23066.1772431019,0.7947879060781594,0
SRG-00149,Enterprise,Dedicated Fiber,60,4,99.09578945575444,1,59814.99293858692,8924.55115974509,1.7116842176982232,1
SRG-00150,SMB,Dark Fiber,120,44,99.03760217110617,2,66341.75937861572,1901.0372893025974,0.6985954951938947,0
SRG-00151,Enterprise,Managed SD-WAN,36,45,99.73127522316075,6,54933.48176440387,22630.123386239866,0.818601021846811,0
SRG-00152,Enterprise,Managed SD-WAN,120,32,99.17368719213245,0,8460.537688698296,23203.395224406686,0.48677512314702087,0
SRG-00153,Wholesale,Dark Fiber,36,4,99.28030455504458,3,10484.156086221556,2697.241349706288,1.837878177982168,1
SRG-00154,SMB,Dedicated Fiber,36,53,99.96384656200014,2,15767.412544741119,1616.4799086914882,0.3088009978414524,0
SRG-00155,Enterprise,Dark Fiber,60,1,98.58936911556536,3,19596.35147389221,20685.51240032944,5.864252353773855,1
SRG-00156,SMB,Dark Fiber,60,33,99.22705688328821,1,99038.84830808666,8584.388830353004,0.5606923981998662,0
SRG-00157,SMB,Dark Fiber,120,7,99.6533519433497,1,37727.02660199664,22992.68093145573,0.9529449369458323,0
SRG-00158,Enterprise,Dark Fiber,36,9,98.72523131770046,4,32737.470495922185,6593.473971834346,1.4654630284753707,1
SRG-00159,SMB,Dedicated Fiber,36,1,99.41118207597601,3,9965.33038810176,21737.133478974796,5.535527169609594,1
SRG-00160,Enterprise,Dark Fiber,60,16,98.85680252150635,1,65355.43711513167,3113.140338538362,0.8697789913974588,0
SRG-00161,SMB,Dedicated Fiber,60,18,99.7924321287046,1,66958.12458747167,7624.96591187838,0.46080492629593617,0
SRG-00162,SMB,Dark Fiber,120,54,98.98737850144612,1,21667.625509973142,24368.528659922566,0.5976411920141461,0
SRG-00163,Wholesale,Managed SD-WAN,36,47,98.99030359718235,0,92327.94638783824,6933.121376785135,0.5102615398504655,0
SRG-00164,Enterprise,Dedicated Fiber,60,6,99.39130887899165,2,81046.88692653709,4625.805125763467,1.2768097817366728,1
SRG-00165,SMB,Managed SD-WAN,120,2,98.77350873309867,0,26880.335096713265,21640.78433311539,2.9905965067605336,1
SRG-00166,Enterprise,Dark Fiber,36,9,98.92448407196557,2,51155.724437071054,4268.318606394758,1.1857619267693293,1
SRG-00167,Enterprise,Dark Fiber,36,4,99.12078145667792,2,48547.13133889074,3790.2185516183317,1.8016874173288329,1
SRG-00168,Enterprise,Dark Fiber,60,45,99.02692041607877,3,38109.44221252047,9100.49065345409,0.8003429446796047,0
SRG-00169,Wholesale,Dedicated Fiber,120,23,99.28206705482832,3,82675.29771843326,16430.21990502855,0.8045644824164991,0
SRG-00170,SMB,Managed SD-WAN,60,54,99.39346381466275,2,15380.126134009344,18202.539783799348,0.5352070667274917,0
SRG-00171,Enterprise,Dedicated Fiber,120,43,99.34433450608775,2,44454.85278364031,22209.111419943798,0.5785452673323428,0
SRG-00172,Wholesale,Dedicated Fiber,36,45,99.47471078486798,2,45662.95740217562,14211.420860038992,0.5212267971639191,0
SRG-00173,Enterprise,Dark Fiber,120,43,98.95854677974565,3,49528.93243834707,10745.317988882922,0.8328603578691836,0
SRG-00174,SMB,Managed SD-WAN,120,51,98.688375078461,3,86828.24915436973,9932.593403109931,0.9226891843018774,0
SRG-00175,Enterprise,Dark Fiber,120,8,99.6336032367323,2,25725.85266914262,21402.214119220636,0.9715587053070806,0
SRG-00176,SMB,Dedicated Fiber,120,39,99.76766277011971,3,14777.701483665913,18509.65977284264,0.5211400201572429,0
SRG-00177,Enterprise,Dark Fiber,120,25,98.88293928601142,1,63691.80396800526,22777.581822540775,0.7468242855954317,0
SRG-00178,SMB,Managed SD-WAN,60,16,99.10656701467545,3,21514.27512291448,24154.83320969293,0.9698731941298206,0
SRG-00179,Enterprise,Dark Fiber,120,35,99.24286813327569,2,12118.548156188876,8551.194647969474,0.6457098895468658,0
SRG-00180,Enterprise,Managed SD-WAN,120,17,99.29465699570187,0,45531.67595425008,13947.341789469727,0.5762548487780752,0
SRG-00181,Enterprise,Managed SD-WAN,36,18,99.4826403549206,1,25866.41093152339,16347.788973073573,0.5847216358095358,0
SRG-00182,SMB,Dark Fiber,120,27,98.56198881769943,0,39315.578792458444,5350.450249246753,0.7603896581054135,0
SRG-00183,SMB,Dedicated Fiber,36,15,99.57500085327368,6,29672.55260973346,2753.6552972371414,1.103332992023862,1
SRG-00184,Enterprise,Dark Fiber,60,17,98.59233680039932,0,13800.463958724496,21892.451981709866,0.8571829268990943,0
SRG-00185,SMB,Dedicated Fiber,60,43,99.19774996583257,0,58232.98427779915,14084.80250275127,0.43717908343441336,0
SRG-00186,SMB,Dedicated Fiber,120,5,99.7332299919981,0,7566.74971375114,14913.194084460922,1.1067080032007595,1
SRG-00187,Wholesale,Dark Fiber,60,16,99.1723108167848,1,96805.65805946795,14540.487117556939,0.7435756732860795,0
SRG-00188,Wholesale,Dedicated Fiber,120,15,98.7221437256647,1,37426.3995648218,19241.576563568226,0.9444758430674558,0
SRG-00189,Enterprise,Dedicated Fiber,60,42,99.96770042905888,1,71039.96349653136,4919.295700028017,0.23196744742406714,0
SRG-00190,Enterprise,Dark Fiber,120,46,99.82503533849065,1,81984.47289200773,15930.138358131017,0.2786815167776529,0
SRG-00191,SMB,Dark Fiber,120,34,99.64925731350527,5,31514.955576257737,12532.768522074308,0.7873558981273023,0
SRG-00192,SMB,Dark Fiber,36,48,99.11315228831982,3,76130.17736545649,22578.51674843152,0.758905751338737,0
SRG-00193,SMB,Dedicated Fiber,36,19,98.77393013306505,2,84079.98126534741,13711.092040563646,0.9535858415108218,0
SRG-00194,Enterprise,Managed SD-WAN,36,8,99.90270266031357,1,27925.137212103284,23658.97189074289,0.7639189358745739,0
SRG-00195,Enterprise,Dedicated Fiber,36,47,99.29320317851054,1,99286.99430512691,9801.445363227806,0.48910170731918906,0
SRG-00196,SMB,Managed SD-WAN,120,10,99.77000963597735,1,6965.424869998489,24222.025600164776,0.6919961456090619,0
SRG-00197,SMB,Dark Fiber,60,5,99.00972155858155,0,25615.0456223764,22066.21178015654,1.3961113765673816,1
SRG-00198,SMB,Managed SD-WAN,120,52,98.99957959244841,1,79101.97184631432,15230.187308780834,0.5963220091744811,0
SRG-00199,SMB,Dark Fiber,36,48,99.96845531620431,0,23442.447380296522,9812.183432997077,0.11678454018494144,0
SRG-00200,SMB,Dark Fiber,36,53,99.27753124225733,3,71334.68701408962,10334.198900135158,0.6833271257385795,0
SRG-00201,Enterprise,Managed SD-WAN,60,26,98.70963618155251,4,86275.38847337585,19659.674031769853,1.1084532196866879,1
SRG-00202,Enterprise,Dark Fiber,36,22,98.82731527021211,1,96125.35590025471,15144.836752472545,0.796346619187883,0
SRG-00203,SMB,Managed SD-WAN,120,44,99.21809697629516,0,50053.51396302561,10937.308258529041,0.4263975731183006,0
SRG-00204,SMB,Dark Fiber,120,23,98.56328165662774,1,97255.36668330115,16447.291593185862,0.8920786416967312,0
SRG-00205,Enterprise,Dedicated Fiber,120,13,99.18917563821367,0,44104.11818475946,18730.98485067219,0.7089451293299169,0
SRG-00206,Enterprise,Dedicated Fiber,120,9,99.12422185469939,1,25722.163769066647,2038.1620451239492,1.0058668136758016,0
SRG-00207,SMB,Dark Fiber,120,49,99.66121103532603,2,53822.5760430489,3611.7758262614875,0.43755640219611724,0
SRG-00208,Enterprise,Dark Fiber,60,20,99.02886352708897,0,66733.2082095918,3720.4078495663607,0.6384545891644109,0
SRG-00209,Enterprise,Managed SD-WAN,120,28,99.963997654694,0,48506.51502474466,6950.444423688366,0.19297236669382947,0
SRG-00210,Wholesale,Dedicated Fiber,36,44,98.76934717975834,0,58862.3821768452,11534.275321841878,0.6058974917330271,0
SRG-00211,SMB,Managed SD-WAN,36,57,99.38057016060252,0,44558.87283408292,20385.77263337503,0.33549123400460734,0
SRG-00212,SMB,Dark Fiber,36,37,98.6336519525423,0,54852.38563201873,9750.827322489598,0.6816743541182175,0
SRG-00213,Enterprise,Dark Fiber,36,24,99.59345733615103,1,95496.58883492336,1910.728026944212,0.47095039887292006,0
SRG-00214,SMB,Managed SD-WAN,60,44,99.98218299521233,4,52483.95949095154,12859.00354436563,0.520763165551433,0
SRG-00215,Enterprise,Dark Fiber,36,33,99.72051657024993,2,29052.065116879723,24920.771992478614,0.4633085234151807,0
SRG-00216,Enterprise,Dedicated Fiber,60,20,99.32799827567325,2,77080.92904369421,9701.993397890597,0.7188006897306991,0
SRG-00217,SMB,Managed SD-WAN,36,48,99.22226462252554,3,37070.523489247185,24089.481191031897,0.7152608176564494,0
SRG-00218,SMB,Dedicated Fiber,60,30,99.7441946422876,2,82539.68122803212,3881.610581705932,0.4689888097516284,0
SRG-00219,SMB,Dedicated Fiber,60,44,99.89460138621898,2,10399.988953469088,5567.841960774663,0.3557958091487716,0
SRG-00220,SMB,Dedicated Fiber,60,9,99.97391772343916,3,36556.907825325674,18516.868648424144,0.8659884661798926,0
